id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
5609,Esteira 01  ,Em manutenção,71.77,2.19,9
5610, Motor 01,manutencao,73.82,4.27,29
5611,  Esteira 02  ,parado,72.76,2.9,0
5612,  Bomba 02,OPERANDO,62.26,3.12,235
5613,Motor 01 ,Manutenção,76.74,4.26,13
5614,  Motor 02  ,Em operação,71.79,4.42,275
5615,Motor 03 ,Desligado,68.38,4.44,0
5616,  Robô 01  ,parado,71.21,5.28,0
5617,  Esteira 02,Operando,70.78,2.27,276
5618,Robô 01  ,parado,54.41,1.91,0
5619, Motor 01,parado,55.45,2.55,0
5620,Esteira 01,Operando,66.13,3.79,354
5621,  Robô 02  ,Ligado,62.91,3.52,395
5622,Motor 02 ,Fora de operação,78.47,2.85,0
5623,  Motor 03  ,Fora de operação,74.6,4.04,0
5624,Compressor 01,parado,64.61,3.72,0
5625,Motor 02,Manut.,66.39,4.07,29
5626,Motor 03  ,operando,73.68,3.64,212
5627, Robô 01,Em operação,58.6,3.25,185
5628,Motor 02  ,operando,58.26,3.54,282
5629,  Motor 01,Parado,63.22,2.0,0
5630,  Robô 01  ,Em operação,70.95,2.11,252
5631,Robô 02  ,PARADO,65.3,2.86,0
5632, Motor 03,operando,63.62,3.13,319
5633,Bomba 02 ,parado,59.93,4.39,0
5634,Robô 01  ,Desligado,55.17,0.33,0
5635,  Motor 01,operando,57.12,3.17,355
5636,  Bomba 01,Em manutenção,67.94,6.25,6
5637, Motor 02,Fora de operação,50.08,3.7,0
5638,  Bomba 01,Em manutenção,73.14,4.91,13
5639,  Motor 02,Fora de operação,64.56,4.07,0
5640,Compressor 01  ,Desligado,75.25,3.66,0
5641,Esteira 01  ,Em manutenção,63.54,1.86,18
5642,Robô 02,parado,50.3,2.64,0
5643,Motor 01,MANUTENÇÃO,70.46,4.89,15
5644,  Motor 02,PARADO,59.79,4.55,0
5645,Motor 03,parado,70.54,5.92,0
5646,  Esteira 01,Manut.,76.7,4.41,2
5647,Compressor 01  ,Em manutenção,61.55,2.97,1
5648,Motor 01 ,manutencao,65.09,2.9,15
5649,Motor 03  ,Parado,66.99,2.14,0
5650,Bomba 01  ,Ligado,63.01,3.98,390
5651,  Esteira 01  ,Fora de operação,74.65,2.47,0
5652, Motor 02,PARADO,82.61,0.2,0
5653,Esteira 01  ,Manutenção,75.72,4.91,24
5654,Bomba 01,PARADO,67.96,2.75,0
5655,  Robô 02  ,manutencao,70.59,4.27,28
5656,  Motor 02  ,manutencao,75.35,1.3,26
5657,  Esteira 02,Em manutenção,63.13,3.4,29
5658,  Motor 02  ,OPERANDO,65.08,2.12,189
5659,  Motor 02  ,Desligado,59.79,3.9,0
5660,Esteira 02 ,Em operação,70.91,3.49,377
5661,Robô 01 ,Parado,67.62,3.96,0
5662,Esteira 01,Fora de operação,67.71,5.22,0
5663,Compressor 01  ,parado,55.66,2.88,0
5664,Robô 02,Manutenção,57.78,2.3,9
5665,Bomba 01  ,Desligado,57.37,3.41,0
5666,Motor 01  ,manutencao,56.25,1.81,22
5667,  Motor 02,PARADO,57.31,1.51,0
5668,  Bomba 01  ,MANUTENÇÃO,73.51,2.63,16
5669,Motor 02,Manut.,71.88,5.57,15
5670,  Esteira 01,PARADO,77.57,3.38,0
5671,  Motor 02,Manutenção,67.86,3.92,0
5672,Motor 03 ,OPERANDO,61.09,1.93,368
5673,Esteira 02,manutencao,56.3,1.72,26
5674,Esteira 01,parado,64.58,2.43,0
5675,  Esteira 01,Parado,66.57,3.26,0
5676,Robô 01,Manutenção,68.47,2.3,5
5677,Esteira 02  ,Em manutenção,69.45,2.64,21
5678, Motor 01,manutencao,64.65,4.89,24
5679,Bomba 01,manutencao,60.93,2.46,11
5680,Motor 02,Manutenção,66.34,2.05,2
5681,  Bomba 01,Em operação,79.6,3.19,252
5682,Motor 02 ,PARADO,61.19,4.22,0
5683,  Robô 02  ,operando,73.28,2.42,261
5684,  Esteira 02  ,OPERANDO,65.08,3.94,203
5685,Robô 02,Desligado,70.7,2.76,0
5686,  Motor 02  ,Manut.,68.17,2.76,20
5687,Esteira 01 ,parado,64.66,3.81,0
5688,Robô 02  ,OPERANDO,84.12,3.65,241
5689,  Compressor 01,manutencao,60.19,4.0,29
5690,Bomba 02  ,OPERANDO,68.44,1.82,239
5691,Esteira 01  ,parado,71.42,3.52,0
5692,  Motor 02  ,Em manutenção,55.67,2.67,19
5693,Motor 01  ,MANUTENÇÃO,68.52,4.86,4
5694,  Esteira 02  ,Manutenção,70.69,2.45,12
5695,  Bomba 02  ,OPERANDO,62.5,3.05,284
5696, Esteira 01,MANUTENÇÃO,64.39,4.25,19
5697, Esteira 01,Em operação,68.73,4.03,420
5698,  Robô 01,parado,71.39,2.66,0
5699,Motor 01  ,parado,68.08,2.16,0
5700, Esteira 02,Em operação,67.05,4.38,278
5701, Robô 02,Desligado,66.31,3.28,0
5702, Esteira 02,Parado,67.63,2.91,0
5703, Bomba 01,MANUTENÇÃO,72.96,1.97,29
5704,Robô 01  ,Parado,55.84,1.8,0
5705,  Compressor 01  ,Em manutenção,76.07,3.17,25
5706,  Robô 02,Em operação,64.13,3.88,204
5707,  Compressor 01,Parado,74.44,3.41,0
5708,Robô 01  ,Ligado,78.86,3.15,384
5709,Robô 02 ,Em operação,72.46,4.0,296
5710,Esteira 01 ,Em operação,66.37,1.73,282
5711,Bomba 02  ,parado,58.56,3.67,0
5712,Robô 02  ,Em operação,60.09,3.37,207
5713,  Compressor 01  ,Em manutenção,67.91,2.93,27
5714,Bomba 02  ,Operando,71.68,3.5,292
5715,Motor 02,Operando,71.74,2.94,314
5716,  Esteira 02  ,Manut.,70.07,2.94,12
5717,Compressor 01 ,parado,61.34,3.47,0
5718,Bomba 01,Desligado,65.99,2.06,0
5719,  Motor 01  ,operando,59.29,4.08,246
5720,  Robô 02  ,Manutenção,69.41,3.84,6
5721,Bomba 01  ,Manut.,62.22,2.28,16
5722,Bomba 01,Manut.,82.81,2.76,10
5723,  Motor 01  ,Parado,68.41,2.1,0
5724, Robô 02,PARADO,65.82,3.35,0
5725, Esteira 02,MANUTENÇÃO,64.49,2.96,26
5726,Robô 01  ,OPERANDO,77.16,2.04,211
5727,Esteira 02,Em manutenção,68.62,3.35,27
5728,Esteira 01  ,Parado,84.95,0.41,0
5729,  Bomba 02  ,OPERANDO,67.5,1.06,257
5730,Robô 01,Manutenção,57.02,3.99,16
5731,Esteira 02  ,Ligado,67.39,2.08,323
5732,  Motor 01  ,parado,69.8,4.23,0
5733,Esteira 01,manutencao,67.79,2.92,2
5734,  Motor 03,Desligado,58.63,2.46,0
5735,Motor 02  ,Manutenção,70.05,4.73,20
5736,Robô 01 ,OPERANDO,79.61,1.9,305
5737,Compressor 01 ,Desligado,61.35,3.9,0
5738,  Esteira 01,Parado,65.04,3.27,0
5739,  Esteira 01  ,parado,68.28,3.93,0
5740, Esteira 02,Manutenção,61.12,2.53,24
5741,  Robô 02,manutencao,66.63,2.35,3
5742,Robô 01,Manutenção,71.5,2.95,11
5743,  Compressor 01  ,parado,76.4,3.94,0
5744,  Motor 01,Manut.,67.68,3.61,14
5745,Esteira 02 ,Em manutenção,62.14,3.97,13
5746,  Motor 03  ,parado,72.35,2.47,0
5747,  Bomba 02,Desligado,66.22,3.37,0
5748,Robô 02  ,Manut.,73.13,2.34,15
5749,  Esteira 02,MANUTENÇÃO,73.09,2.03,21
5750,  Esteira 02  ,Ligado,79.47,2.41,362
5751, Bomba 01,Fora de operação,64.23,3.62,0
5752,Compressor 01 ,Manut.,67.76,2.89,24
5753,  Esteira 01,parado,58.27,3.37,0
5754,Esteira 02,Em operação,68.04,2.95,401
5755,  Compressor 01,PARADO,63.33,3.78,0
5756,Compressor 01 ,Ligado,66.17,3.48,373
5757, Compressor 01,Manutenção,67.41,2.76,18
5758,Motor 01,Manutenção,65.16,1.83,8
5759,  Motor 01,Parado,57.95,4.06,0
5760, Motor 03,manutencao,65.62,3.86,7
5761,Robô 01 ,Manutenção,63.32,2.3,10
5762, Motor 03,Em manutenção,59.6,0.96,13
5763,  Motor 01  ,Manutenção,76.0,2.34,0
5764,Motor 01 ,PARADO,93.99,3.81,0
5765,Motor 02,Operando,65.84,1.27,329
5766,  Bomba 01,operando,76.42,3.83,333
5767,Robô 01  ,Fora de operação,65.8,1.21,0
5768,Motor 02,Desligado,78.72,4.35,0
5769, Robô 01,manutencao,78.97,2.68,8
5770,  Bomba 02,operando,64.73,3.89,294
5771,Bomba 02,Desligado,60.69,1.97,0
5772,  Robô 01,Manutenção,78.18,3.1,23
5773,  Robô 02,parado,60.42,1.36,0
5774,Bomba 02  ,Manut.,72.81,4.2,23
5775,  Bomba 01  ,OPERANDO,62.64,3.77,333
5776,Robô 02 ,Operando,57.41,2.87,250
5777,  Motor 03  ,Ligado,66.79,3.02,226
5778,  Robô 02  ,OPERANDO,51.7,3.15,398
5779,Motor 01 ,Em operação,72.56,1.82,339
5780,  Robô 01,OPERANDO,69.24,2.91,194
5781,Bomba 01,Ligado,73.12,2.23,276
5782,Motor 01 ,PARADO,62.02,4.98,0
5783,Esteira 01  ,Fora de operação,69.81,2.45,0
5784,Robô 01 ,OPERANDO,66.59,3.94,257
5785,Motor 03,Ligado,64.45,3.79,206
5786,  Motor 01  ,Em manutenção,59.68,1.13,7
5787,  Robô 01,Manutenção,68.0,4.03,2
5788,  Robô 01  ,Manutenção,62.69,1.22,13
5789,  Esteira 02,PARADO,65.47,3.74,0
5790,Esteira 01 ,operando,62.49,3.08,216
5791,Bomba 01  ,Parado,72.04,5.12,0
5792,Bomba 02 ,Desligado,69.57,2.25,0
5793,Robô 02  ,MANUTENÇÃO,57.31,2.76,22
5794,  Motor 02,Desligado,61.86,2.55,0
5795,Robô 02  ,Operando,70.08,1.97,360
5796, Motor 02,Desligado,73.21,2.98,0
5797,Robô 01,parado,55.57,3.51,0
5798, Motor 03,Desligado,70.79,4.99,0
5799, Robô 02,Em operação,49.95,2.6,203
5800,  Robô 01  ,MANUTENÇÃO,69.29,3.19,6
5801,Robô 01,Em manutenção,66.64,4.09,8
5802,  Motor 03  ,Fora de operação,71.29,3.03,0
5803,Motor 03,manutencao,61.77,2.5,14
5804,Esteira 01,Em manutenção,53.47,1.91,5
5805,Motor 02  ,Parado,75.55,4.89,0
5806,Esteira 02,operando,64.99,4.07,230
5807,Esteira 01,Parado,71.86,2.47,0
5808,Esteira 01,operando,66.15,3.35,195
5809,Esteira 02 ,Operando,58.79,3.48,351
5810,Motor 02,Fora de operação,78.5,3.1,0
5811,Bomba 01  ,Desligado,63.08,4.72,0
5812,  Bomba 01,parado,66.41,1.53,0
5813,  Esteira 01  ,MANUTENÇÃO,59.9,5.89,9
5814,Motor 02  ,manutencao,76.32,2.88,3
5815,  Motor 03,Fora de operação,72.92,2.05,0
5816, Bomba 01,Operando,57.78,3.86,419
5817,  Robô 02  ,MANUTENÇÃO,72.82,3.73,3
5818,  Bomba 02  ,parado,65.86,2.69,0
5819,  Motor 01  ,manutencao,63.32,3.01,21
5820, Esteira 02,MANUTENÇÃO,66.55,2.08,4
5821,Bomba 02  ,Manut.,74.5,4.18,20
5822,Compressor 01 ,Manut.,64.23,2.63,25
5823,Bomba 02  ,Fora de operação,70.16,0.65,0
5824,Motor 01  ,Ligado,61.44,2.24,384
5825,  Motor 02  ,Operando,76.06,3.19,215
5826,  Bomba 01,OPERANDO,67.56,1.84,296
5827,  Motor 01  ,Ligado,67.95,3.31,345
5828,Compressor 01 ,Desligado,62.64,4.09,0
5829,Motor 03 ,MANUTENÇÃO,69.81,4.14,3
5830,Motor 03  ,Parado,72.37,3.58,0
5831,Motor 01 ,Manutenção,81.54,3.05,25
5832,  Motor 01  ,Manut.,72.94,4.23,16
5833,Bomba 02,MANUTENÇÃO,62.79,3.66,0
5834, Motor 03,Em operação,79.2,3.24,396
5835,  Esteira 02,Em operação,54.94,3.65,357
5836,Robô 02 ,Operando,66.7,2.89,402
5837,  Motor 02  ,Desligado,76.13,2.87,0
5838,  Bomba 01,parado,72.28,2.92,0
5839,Motor 01,Manut.,59.47,4.0,11
5840, Bomba 02,Ligado,58.89,2.99,310
5841,  Robô 01,manutencao,71.72,2.47,22
5842,Robô 02  ,Em manutenção,67.37,3.78,21
5843,  Motor 01,Manutenção,78.12,4.75,26
5844,Robô 02,Manut.,69.7,3.34,23
5845,Esteira 01  ,parado,72.66,3.15,0
5846,Robô 02 ,Manutenção,67.31,0.94,2
5847,Robô 02  ,Operando,67.29,3.28,264
5848,  Motor 02  ,manutencao,66.09,6.34,18
5849,  Bomba 01  ,Ligado,51.03,2.19,325
5850,Esteira 02 ,operando,57.07,2.21,246
5851,Compressor 01  ,manutencao,73.34,3.38,9
5852, Compressor 01,Desligado,67.44,4.04,0
5853,  Motor 02  ,parado,57.13,3.33,0
5854,Robô 02 ,manutencao,68.85,4.54,12
5855,Compressor 01,MANUTENÇÃO,53.88,2.4,24
5856,  Robô 01,Em manutenção,58.87,1.91,13
5857,  Bomba 01,manutencao,62.01,1.96,5
5858,  Bomba 01  ,Manutenção,62.62,2.96,28
5859,Motor 03  ,Manut.,71.43,4.17,0
5860,Motor 02  ,Ligado,70.83,3.9,190
5861,Bomba 02  ,Desligado,62.23,4.13,0
5862,  Esteira 02  ,Em manutenção,53.53,4.12,20
5863,Compressor 01  ,Operando,61.58,2.45,262
5864, Robô 01,PARADO,78.24,2.83,0
5865,Robô 02 ,Em manutenção,61.37,2.69,2
5866,Esteira 01 ,Manutenção,72.03,5.34,10
5867,  Bomba 01  ,MANUTENÇÃO,64.59,1.79,5
5868,  Robô 01  ,Fora de operação,58.33,3.19,0
5869,Compressor 01 ,operando,69.5,3.02,342
5870,Esteira 02  ,parado,58.95,0.49,0
5871,  Motor 03,PARADO,65.43,3.55,0
5872,Motor 02  ,Fora de operação,61.61,3.13,0
5873,Esteira 01 ,Fora de operação,56.76,4.08,0
5874,Motor 02 ,MANUTENÇÃO,63.19,2.43,3
5875,  Robô 02,PARADO,59.74,2.91,0
5876,Motor 01,Fora de operação,73.25,2.84,0
5877, Robô 01,Operando,70.58,2.24,229
5878,Motor 01,MANUTENÇÃO,66.22,1.8,20
5879, Motor 03,Manut.,66.3,3.61,8
5880,  Robô 01  ,Ligado,63.48,4.49,222
5881,  Compressor 01,parado,58.44,2.67,0
5882,Robô 01 ,parado,65.75,2.84,0
5883,  Motor 02  ,Em manutenção,65.17,3.09,0
5884, Esteira 01,Manut.,66.78,3.2,26
5885, Bomba 01,PARADO,66.9,2.13,0
5886,  Robô 01,parado,75.05,3.0,0
5887,Bomba 01 ,Em operação,64.96,5.14,268
5888,Esteira 01  ,OPERANDO,68.58,2.92,407
5889,  Bomba 02,Em manutenção,65.74,4.75,12
5890,  Motor 03,OPERANDO,73.01,3.37,232
5891,  Bomba 02  ,Em manutenção,69.63,1.75,2
5892,Motor 02  ,manutencao,71.92,4.11,11
5893,  Bomba 02,manutencao,59.57,2.02,25
5894,Robô 01 ,manutencao,86.02,3.84,28
5895,Bomba 01 ,manutencao,76.26,1.95,26
5896,Esteira 01  ,Ligado,73.72,1.95,296
5897,Bomba 01 ,Desligado,76.98,4.8,0
5898, Bomba 02,parado,65.97,5.48,0
5899,  Bomba 01,PARADO,63.52,2.49,0
5900,Bomba 02,PARADO,55.76,2.45,0
5901,  Motor 01,Em manutenção,61.26,4.33,28
5902,  Robô 02  ,Fora de operação,75.86,2.58,0
5903,  Motor 02,PARADO,65.14,3.37,0
5904,  Robô 02  ,manutencao,66.46,3.54,9
5905, Robô 02,Parado,67.88,3.54,0
5906,Esteira 02  ,Desligado,72.17,4.62,0
5907,Esteira 01  ,MANUTENÇÃO,60.63,1.94,15
5908,  Esteira 02,PARADO,60.74,3.49,0
5909,Bomba 01  ,Manut.,68.33,3.14,10
5910,  Esteira 02  ,Fora de operação,65.96,4.87,0
5911,  Esteira 01  ,Em manutenção,60.07,5.8,13
5912,  Robô 01,Manutenção,60.67,3.14,13
5913, Robô 02,OPERANDO,65.01,1.24,248
5914,Robô 02,PARADO,52.86,4.47,0
5915,Esteira 01 ,Em manutenção,70.66,3.55,18
5916,  Compressor 01,operando,77.33,3.05,208
5917,Motor 02 ,Manutenção,66.89,4.2,7
5918,Esteira 02  ,Em operação,67.16,3.49,408
5919,  Esteira 02  ,Desligado,62.71,3.16,0
5920,  Bomba 01,Desligado,64.22,3.76,0
5921,Esteira 01 ,Em operação,60.22,1.8,304
5922,Esteira 02,parado,53.03,2.67,0
5923,  Bomba 01,Ligado,62.56,2.51,240
5924,Motor 03  ,Parado,73.35,2.91,0
5925,  Motor 01  ,manutencao,51.02,1.81,11
5926,  Compressor 01  ,Fora de operação,64.43,4.2,0
5927,Robô 01,Manutenção,65.23,3.26,25
5928,Robô 01 ,Manutenção,59.29,1.76,13
5929, Motor 03,Ligado,66.47,1.64,343
5930,  Esteira 02,Operando,64.55,4.16,244
5931,Bomba 02  ,PARADO,64.9,2.77,0
5932,  Compressor 01  ,Fora de operação,54.29,3.22,0
5933,Esteira 01 ,operando,56.61,2.56,326
5934,Bomba 01,Desligado,65.1,1.96,0
5935,Esteira 02 ,manutencao,67.2,2.83,14
5936, Motor 01,Fora de operação,68.46,2.69,0
5937,  Motor 02,Parado,65.68,2.93,0
5938,Motor 01,PARADO,66.97,0.73,0
5939,Compressor 01  ,MANUTENÇÃO,61.45,2.06,15
5940,  Robô 01,manutencao,53.24,1.72,10
5941,  Bomba 01  ,operando,58.25,4.03,208
5942,Bomba 01  ,MANUTENÇÃO,68.98,1.65,24
5943,  Robô 02,PARADO,62.67,3.54,0
5944,  Esteira 01,PARADO,73.71,3.1,0
5945,  Bomba 01  ,Desligado,65.23,2.93,0
5946,  Motor 01,OPERANDO,72.84,4.02,249
5947, Motor 02,Ligado,71.07,1.34,372
5948,Esteira 01  ,Operando,71.05,3.39,334
5949,Compressor 01 ,OPERANDO,60.98,3.14,337
5950,  Esteira 01,parado,76.4,1.28,0
5951,  Bomba 01,manutencao,68.24,1.82,14
5952,  Motor 02  ,Em operação,65.52,3.07,360
5953,  Motor 01  ,Operando,75.99,2.33,238
5954,  Bomba 01  ,parado,71.98,2.03,0
5955,  Motor 03,Em manutenção,71.28,3.2,27
5956, Bomba 01,Manutenção,54.15,4.18,15
5957,Robô 02 ,manutencao,67.47,2.73,28
5958,Robô 01  ,parado,58.64,3.67,0
5959, Motor 02,Manutenção,70.2,3.58,25
5960,Motor 03,Em operação,64.04,2.67,401
5961,  Motor 03,operando,75.23,2.48,382
5962,Robô 01  ,MANUTENÇÃO,80.34,2.84,25
5963,Robô 02 ,parado,78.68,2.85,0
5964,Compressor 01 ,Manutenção,62.31,2.39,11
5965, Esteira 01,Parado,64.62,2.3,0
5966,Esteira 02,operando,54.6,2.87,356
5967,  Robô 01  ,Em manutenção,67.98,1.56,2
5968,  Esteira 01,Manut.,59.03,3.47,0
5969, Bomba 01,Operando,70.56,4.9,344
5970,Robô 01,manutencao,60.67,2.5,30
5971,Bomba 02  ,Em operação,68.65,1.88,409
5972,  Esteira 02,operando,66.33,4.59,222
5973,Motor 01,Em operação,64.25,2.46,242
5974,Bomba 01 ,Operando,69.74,2.81,293
5975,Motor 03  ,Ligado,67.9,3.02,180
5976,  Robô 01,Manut.,69.73,0.89,14
5977,Compressor 01,manutencao,47.65,1.73,21
5978,  Compressor 01,operando,72.07,2.97,299
5979, Bomba 02,manutencao,66.6,3.06,13
5980,  Compressor 01  ,Em manutenção,73.65,3.52,30
5981,  Motor 02,OPERANDO,75.49,3.43,396
5982,  Robô 01,Desligado,72.63,3.36,0
5983,  Robô 01,Em manutenção,65.11,2.96,28
5984,  Motor 03,Em manutenção,65.17,3.95,12
5985,Esteira 02  ,parado,63.7,3.2,0
5986,Robô 02,parado,77.84,3.47,0
5987,Esteira 01  ,Manutenção,79.17,3.32,8
5988,Robô 02,Fora de operação,64.76,1.46,0
5989, Motor 01,Em operação,75.75,4.44,209
5990,  Robô 02,Manutenção,75.39,3.52,23
5991,Bomba 01  ,Fora de operação,72.7,3.69,0
5992, Robô 01,Fora de operação,53.5,4.67,0
5993,Compressor 01 ,OPERANDO,71.64,3.71,243
5994,Motor 02  ,Ligado,62.42,2.33,215
5995, Bomba 01,parado,68.1,2.57,0
5996,  Motor 02,Fora de operação,65.89,1.43,0
5997,  Robô 01  ,Desligado,55.06,3.59,0
5998,Robô 01,OPERANDO,77.61,1.38,239
5999,Esteira 01 ,Desligado,68.0,4.27,0
6000, Esteira 02,Manutenção,72.31,1.89,0
6001,Bomba 02 ,PARADO,67.85,4.9,0
6002,  Motor 02,Em operação,64.19,3.75,326
6003,  Esteira 01  ,manutencao,66.1,3.29,5
6004,Motor 02 ,Operando,76.95,2.16,218
6005, Robô 01,Ligado,72.36,3.56,311
6006,  Robô 02  ,PARADO,66.01,3.04,0
6007,Esteira 01 ,MANUTENÇÃO,67.5,1.74,3
6008,  Compressor 01,operando,73.76,1.89,229
6009,Motor 01 ,parado,51.72,3.1,0
6010,Robô 02 ,operando,77.55,4.7,358
6011,Bomba 02,Parado,72.82,3.65,0
6012, Robô 01,MANUTENÇÃO,61.09,2.15,10
6013, Esteira 01,PARADO,62.93,3.61,0
6014,  Robô 01,MANUTENÇÃO,70.85,2.14,27
6015,Bomba 02,Operando,63.2,3.56,263
6016,  Robô 02  ,PARADO,62.36,1.77,0
6017,Esteira 01,Manutenção,67.93,1.42,1
6018, Esteira 01,OPERANDO,65.9,4.86,371
6019,Compressor 01 ,Manut.,67.26,1.92,8
6020,Bomba 01,MANUTENÇÃO,75.76,3.1,28
6021,Robô 01,Fora de operação,62.31,5.02,0
6022,  Compressor 01  ,MANUTENÇÃO,67.71,3.59,2
6023,  Bomba 01,Operando,75.38,1.58,221
6024,Compressor 01,PARADO,55.72,2.01,0
6025,Bomba 01  ,manutencao,76.71,1.95,13
6026,Motor 02,operando,83.44,3.88,327
6027,  Compressor 01,Em operação,71.87,2.46,352
6028,  Bomba 01,Parado,58.86,3.39,0
6029, Compressor 01,OPERANDO,60.02,3.95,255
6030,Robô 01 ,Em operação,76.91,2.57,374
6031,Esteira 01  ,Operando,62.81,2.61,355
6032,Bomba 02  ,Em manutenção,62.77,3.94,26
6033,  Bomba 02,manutencao,59.03,2.38,29
6034,Bomba 02,Ligado,50.91,2.82,380
6035,  Robô 01,Operando,57.13,1.69,406
6036,  Compressor 01,PARADO,60.52,2.46,0
6037,Esteira 01  ,Fora de operação,72.59,2.46,0
6038, Bomba 02,PARADO,62.63,3.23,0
6039,Compressor 01,Manutenção,67.52,2.77,14
6040,Esteira 01 ,operando,73.46,4.08,224
6041,  Motor 03  ,MANUTENÇÃO,75.54,3.35,28
6042,Motor 03 ,Ligado,69.36,3.66,378
6043,Esteira 01,MANUTENÇÃO,73.03,4.18,29
6044,Esteira 01 ,Em operação,58.07,4.31,388
6045,  Motor 01,Fora de operação,72.39,3.03,0
6046,  Esteira 01  ,Manut.,76.63,3.12,20
6047, Motor 03,Parado,53.68,3.89,0
6048, Bomba 01,Fora de operação,65.7,3.61,0
6049, Bomba 01,PARADO,66.52,2.79,0
6050,Bomba 02 ,Em operação,54.11,2.74,266
6051,Esteira 02  ,PARADO,68.19,2.2,0
6052,Motor 02,Fora de operação,58.94,1.85,0
6053,Robô 01,Em operação,70.25,3.9,259
6054,Motor 03  ,MANUTENÇÃO,72.28,3.13,14
6055,Bomba 02 ,OPERANDO,58.68,4.45,302
6056,  Robô 01,Desligado,49.51,2.62,0
6057,  Robô 01,Operando,66.11,2.84,364
6058, Robô 02,OPERANDO,77.52,4.55,414
6059,Compressor 01,Manut.,74.87,2.28,22
6060,Bomba 01  ,parado,82.44,2.6,0
6061,Robô 02  ,Manutenção,75.65,4.44,18
6062,  Robô 01,OPERANDO,74.42,2.51,231
6063,Motor 02 ,MANUTENÇÃO,70.31,3.82,11
6064, Bomba 02,Fora de operação,70.26,2.07,0
6065,  Robô 02,Em operação,64.7,4.1,240
6066, Esteira 01,Desligado,66.24,3.06,0
6067,Motor 01,Parado,68.79,3.24,0
6068,  Robô 01,Em operação,65.5,3.45,420
6069, Motor 01,Manutenção,72.89,4.41,24
6070,Motor 01,manutencao,72.03,2.49,11
6071,Esteira 02,parado,65.69,4.26,0
6072,  Motor 03  ,Em manutenção,66.21,2.78,28
6073,  Esteira 02,parado,72.31,3.92,0
6074,Motor 01,Parado,72.03,4.43,0
6075,  Robô 02,Em operação,64.89,4.94,238
6076,Bomba 02,PARADO,55.33,2.73,0
6077,  Esteira 02  ,Desligado,78.52,2.35,0
6078,Esteira 01,Fora de operação,75.16,2.86,0
6079, Compressor 01,Manut.,67.68,4.37,12
6080,  Robô 01  ,Manutenção,69.21,3.12,2
6081,Esteira 02 ,PARADO,71.0,3.02,0
6082,  Motor 03,PARADO,77.24,3.85,0
6083,Robô 01 ,Desligado,64.2,1.77,0
6084,Compressor 01,operando,59.59,4.3,324
6085,  Bomba 02,Fora de operação,85.93,2.78,0
6086,Motor 03,Fora de operação,68.88,3.38,0
6087,Motor 03,operando,69.35,2.63,365
6088, Bomba 01,Ligado,67.58,3.66,324
6089,Compressor 01,Em manutenção,65.82,4.53,6
6090,Compressor 01  ,Parado,57.61,3.05,0
6091,Motor 02 ,Desligado,76.65,2.79,0
6092,Bomba 01 ,MANUTENÇÃO,72.25,3.85,6
6093,  Robô 02  ,PARADO,75.23,3.78,0
6094,  Motor 01,Parado,70.76,2.13,0
6095,Motor 02 ,Manut.,70.65,4.27,14
6096,Esteira 01  ,parado,69.01,3.54,0
6097,Robô 02,Desligado,71.61,2.77,0
6098, Motor 02,Em operação,57.12,1.07,382
6099,  Compressor 01  ,PARADO,68.43,5.36,0
6100,  Bomba 02  ,MANUTENÇÃO,62.83,3.25,24
6101,Esteira 02 ,Ligado,63.94,2.6,406
6102,Bomba 01 ,Fora de operação,73.75,2.37,0
6103,Motor 03  ,Em manutenção,61.32,3.9,10
6104,  Bomba 02  ,Em manutenção,61.76,5.08,27
6105, Motor 01,Fora de operação,68.87,2.94,0
6106,Esteira 01 ,Manut.,65.67,3.06,9
6107,Motor 03 ,PARADO,60.64,2.59,0
6108,  Motor 01  ,Operando,65.36,1.83,182
6109,Robô 02,parado,64.47,2.01,0
6110,  Compressor 01,OPERANDO,66.0,3.69,277
6111, Motor 03,Parado,66.7,3.68,0
6112, Motor 01,parado,68.01,2.39,0
6113,Robô 02,manutencao,82.29,2.5,20
6114,Motor 01,Manutenção,63.13,4.08,3
6115,  Motor 02,OPERANDO,69.98,2.19,413
6116,Motor 02 ,PARADO,73.05,2.88,0
6117,Robô 02,Manut.,69.58,3.13,8
6118,Motor 03  ,MANUTENÇÃO,70.31,5.84,19
6119,  Robô 01  ,Em operação,61.33,3.37,220
6120,Robô 02  ,Manutenção,67.6,4.88,24
6121,Bomba 01  ,parado,60.82,1.08,0
6122,  Compressor 01,MANUTENÇÃO,85.29,1.95,7
6123,Robô 02,MANUTENÇÃO,70.63,4.03,29
6124,  Motor 03  ,Em operação,55.12,3.48,283
6125,Bomba 01,Operando,66.26,2.55,324
6126,Motor 01  ,Operando,64.11,1.74,290
6127,  Esteira 02,parado,79.23,3.89,0
6128,Esteira 02 ,OPERANDO,59.26,3.45,395
6129,Bomba 01 ,Em operação,65.75,2.82,415
6130, Esteira 02,Manutenção,67.06,4.11,15
6131, Robô 02,manutencao,66.31,2.76,13
6132,Compressor 01 ,MANUTENÇÃO,78.03,1.27,7
6133, Robô 02,Em operação,77.22,2.69,282
6134,Robô 02,Em operação,64.96,3.73,379
6135, Robô 02,MANUTENÇÃO,73.45,3.05,16
6136,Compressor 01  ,manutencao,68.33,4.19,7
6137,Robô 01,Manut.,67.25,3.3,15
